50	25	0.011818	900255897018581.000000	11001100101100011100101000111100101110000011010101
50	25	0.012116	626966073676621.000000	10001110100011100011101010000110111001001101001101
50	25	0.014598	623913401435061.000000	10001101110111001000101000101010011100001110110101
50	25	0.017338	848518381668853.000000	11000000111011100100010100101110011000100111110101
50	25	0.017817	1020481716721205.000000	11101000000001111101101010001110011001011000110101
50	25	0.022122	879112059828933.000000	11000111111000110000111010000010110011101011000101
50	25	0.022839	959482850423917.000000	11011010001010010100000010011101111011010001101101
50	25	0.028815	1084364805484657.000000	11110110100011100101011011000010011011000001110001
50	25	0.032051	818662398809677.000000	10111010001001000110110001011110001101011001001101
50	25	0.033753	956514383737173.000000	11011001011111000111011100000100001011000101010101
50	25	0.038942	653881789013129.000000	10010100101011001110110111110000100101110010001001
50	25	0.039709	564047772273365.000000	10000000001111111110011011000110100100101011010101
50	25	0.042851	624858495413929.000000	10001110000100111000110100101001110110111010101001
50	25	0.047279	570329406633001.000000	10000001101011011000101001101011111111010000101001
50	25	0.055117	911439859534377.000000	11001111001111001100100001000011111100101000101001
