31	21	0.015223	1856875887.000000	1101110101011011010110101101111
31	21	0.047607	2052572415.000000	1111010010101111100010011111111
31	21	0.054828	2088057711.000000	1111100011101010011101101101111
31	21	0.055723	1542311007.000000	1011011111011011100110001011111
31	21	0.057195	2137482699.000000	1111111011001110110010111001011
31	21	0.063890	2087955899.000000	1111100011100111010110110111011
31	21	0.066038	1458545135.000000	1010110111011111010000111101111
31	21	0.067098	2053958495.000000	1111010011011001110101101011111
31	21	0.067238	2070832047.000000	1111011011011100110001110101111
31	21	0.073500	2110486295.000000	1111101110010110111011100010111
31	21	0.075930	2042982111.000000	1111001110001010110111011011111
31	21	0.079313	2001136959.000000	1110111010001101110110100111111
31	21	0.081576	1718736639.000000	1100110011100011101011011111111
