32	16	0.020739	3547468741.000000	11010011011100100001001111000101
32	16	0.045060	3637841257.000000	11011000110101010000110101101001
32	16	0.056633	2471785069.000000	10010011010101000111001001101101
32	16	0.069797	2370591097.000000	10001101010011000101100101111001
32	16	0.088555	3033434773.000000	10110100110011101000101010010101
32	16	0.088704	3265619309.000000	11000010101001010110010101101101
32	16	0.095671	2958255481.000000	10110000010100110110010101111001
32	16	0.102935	2677097893.000000	10011111100100010100010110100101
32	16	0.105364	2709845213.000000	10100001100001001111010011011101
32	16	0.106274	3407680205.000000	11001011000111010001001011001101
32	16	0.118593	4056761485.000000	11110001110011010100010010001101
