32	16	0.048847	4045219745.000000	11110001000111010010011110100001
32	16	0.049277	2766237337.000000	10100100111000010110111010011001
32	16	0.054354	2450769629.000000	10010010000100111100011011011101
32	16	0.055452	2995686757.000000	10110010100011101000110101100101
32	16	0.057091	2389018037.000000	10001110011001011000010110110101
32	16	0.057434	3895260337.000000	11101000001011001111010010110001
32	16	0.057634	3955650629.000000	11101011110001100111000001000101
32	16	0.061052	2847492325.000000	10101001101110010100100011100101
32	16	0.061635	3652485617.000000	11011001101101001000000111110001
32	16	0.062500	3412090265.000000	11001011011000000101110110011001
32	16	0.068399	2301992417.000000	10001001001101011001110111100001
32	16	0.074638	3396520109.000000	11001010011100101100100010101101
32	16	0.074910	2257223449.000000	10000110100010100111111100011001
32	16	0.078457	2402399261.000000	10001111001100011011010000011101
32	16	0.078653	3004584509.000000	10110011000101100101001000111101
32	16	0.079247	2803020349.000000	10100111000100101011001000111101
32	16	0.082853	4255713041.000000	11111101101010010000011100010001
32	16	0.088268	3129582501.000000	10111010100010011010001110100101
32	16	0.089680	3139914529.000000	10111011001001110100101100100001
32	16	0.093018	4174760225.000000	11111000110101011100100100100001
32	16	0.094732	4039530185.000000	11110000110001100101011011001001
32	16	0.096950	3771094733.000000	11100000110001100101011011001101
32	16	0.097428	3675206921.000000	11011011000011110011010100001001
32	16	0.107646	2568349513.000000	10011001000101011110011101001001
